	popularity	song_id	artist_id	album_id	song_name	artist_name	album_name	explicit	disc_number	track_number	uri	tempo	type	key	loudness	mode	speechiness	liveness	valence	danceability	energy	track_href	analysis_url	duration_ms	time_signature	acousticness	instrumentalness	artist_genres	artist_popularity	album_genres	album_popularity	album_release_date
0	58	7a2tITrS5LZtlefeZscRFf	3SXDCIdqI1AR686ukKtKCq	4ZzpD6rO3xGaJS2TPRwnxq	Полковнику никто не пишет	Bi-2	Би-2	False	1	1	spotify:track:7a2tITrS5LZtlefeZscRFf	175.913	audio_features	7	-2.21	0	0.045	0.346	0.294	0.33	0.913	https://api.spotify.com/v1/tracks/7a2tITrS5LZtlefeZscRFf	https://api.spotify.com/v1/audio-analysis/7a2tITrS5LZtlefeZscRFf	292027	4	0.0285	0.00548	['belarusian pop', 'belarusian rock', 'classic russian rock', 'russian alternative rock', 'russian rock']	58			
1	53	3XoFQdFLGM1vBsFeP621DA	3SXDCIdqI1AR686ukKtKCq	4ZzpD6rO3xGaJS2TPRwnxq	Варвара	Bi-2	Би-2	False	1	2	spotify:track:3XoFQdFLGM1vBsFeP621DA	84.03	audio_features	7	-3.605	0	0.0368	0.0521	0.876	0.678	0.918	https://api.spotify.com/v1/tracks/3XoFQdFLGM1vBsFeP621DA	https://api.spotify.com/v1/audio-analysis/3XoFQdFLGM1vBsFeP621DA	301040	4	0.0198	0.0269	['belarusian pop', 'belarusian rock', 'classic russian rock', 'russian alternative rock', 'russian rock']	58			
2	46	1bHDVFIQ2EVwpIluLN1Cd7	3SXDCIdqI1AR686ukKtKCq	4ZzpD6rO3xGaJS2TPRwnxq	Серебро	Bi-2	Би-2	False	1	11	spotify:track:1bHDVFIQ2EVwpIluLN1Cd7	169.995	audio_features	9	-4.454	0	0.03	0.0719	0.296	0.426	0.733	https://api.spotify.com/v1/tracks/1bHDVFIQ2EVwpIluLN1Cd7	https://api.spotify.com/v1/audio-analysis/1bHDVFIQ2EVwpIluLN1Cd7	277120	4	0.123	0.131	['belarusian pop', 'belarusian rock', 'classic russian rock', 'russian alternative rock', 'russian rock']	58			
3	41	1Gh7ds6DTssJqTeMiJfT44	3SXDCIdqI1AR686ukKtKCq	4ZzpD6rO3xGaJS2TPRwnxq	Счастье	Bi-2	Би-2	False	1	8	spotify:track:1Gh7ds6DTssJqTeMiJfT44	119.998	audio_features	0	-5.646	1	0.0316	0.14	0.914	0.704	0.934	https://api.spotify.com/v1/tracks/1Gh7ds6DTssJqTeMiJfT44	https://api.spotify.com/v1/audio-analysis/1Gh7ds6DTssJqTeMiJfT44	246573	4	0.0029	0.0279	['belarusian pop', 'belarusian rock', 'classic russian rock', 'russian alternative rock', 'russian rock']	58			
4	57	4m81JBEYBpyKTaUsJdDMr9	6oO3QiWdVj5FZQwbdRtsRh	4GPcZ2Urj36sh7pe27gqd8	Искала	Zemfira	Прости меня моя любовь	False	1	11	spotify:track:4m81JBEYBpyKTaUsJdDMr9	95.029	audio_features	9	-7.642	0	0.0257	0.165	0.527	0.655	0.625	https://api.spotify.com/v1/tracks/4m81JBEYBpyKTaUsJdDMr9	https://api.spotify.com/v1/audio-analysis/4m81JBEYBpyKTaUsJdDMr9	214000	4	0.0161	1.9e-06	['classic russian rock', 'russian rock', 'tatar pop']	55			
5	55	3Zvo4oKr1SRCIgfmHAuQlA	6oO3QiWdVj5FZQwbdRtsRh	4GPcZ2Urj36sh7pe27gqd8	Хочешь?	Zemfira	Прости меня моя любовь	False	1	4	spotify:track:3Zvo4oKr1SRCIgfmHAuQlA	133.778	audio_features	2	-5.328	0	0.0267	0.115	0.119	0.489	0.556	https://api.spotify.com/v1/tracks/3Zvo4oKr1SRCIgfmHAuQlA	https://api.spotify.com/v1/audio-analysis/3Zvo4oKr1SRCIgfmHAuQlA	198000	4	0.000966	0.00102	['classic russian rock', 'russian rock', 'tatar pop']	55			
6	49	7narruKss8VBlcnZymes9B	6oO3QiWdVj5FZQwbdRtsRh	4GPcZ2Urj36sh7pe27gqd8	П. М. М. Л.	Zemfira	Прости меня моя любовь	False	1	10	spotify:track:7narruKss8VBlcnZymes9B	142.695	audio_features	9	-8.388	0	0.03	0.496	0.582	0.497	0.723	https://api.spotify.com/v1/tracks/7narruKss8VBlcnZymes9B	https://api.spotify.com/v1/audio-analysis/7narruKss8VBlcnZymes9B	217173	4	0.00172	0.0531	['classic russian rock', 'russian rock', 'tatar pop']	55			
7	41	14Wey2jICEEUB9a7zViXEP	6oO3QiWdVj5FZQwbdRtsRh	4GPcZ2Urj36sh7pe27gqd8	Лондон	Zemfira	Прости меня моя любовь	False	1	13	spotify:track:14Wey2jICEEUB9a7zViXEP	82.675	audio_features	2	-9.878	0	0.033	0.13	0.184	0.429	0.312	https://api.spotify.com/v1/tracks/14Wey2jICEEUB9a7zViXEP	https://api.spotify.com/v1/audio-analysis/14Wey2jICEEUB9a7zViXEP	192027	4	0.947	2.09e-06	['classic russian rock', 'russian rock', 'tatar pop']	55			
8	41	6DMwFHFTw1n9TdkKAAyhaU	6oO3QiWdVj5FZQwbdRtsRh	4GPcZ2Urj36sh7pe27gqd8	Не отпускай	Zemfira	Прости меня моя любовь	False	1	12	spotify:track:6DMwFHFTw1n9TdkKAAyhaU	135.748	audio_features	11	-6.179	0	0.0276	0.132	0.413	0.586	0.561	https://api.spotify.com/v1/tracks/6DMwFHFTw1n9TdkKAAyhaU	https://api.spotify.com/v1/audio-analysis/6DMwFHFTw1n9TdkKAAyhaU	245000	4	0.0141	0.0	['classic russian rock', 'russian rock', 'tatar pop']	55			
9	84	60a0Rd6pjrkxjPbaKzXjfq	6XyY86QOPPrYVGvF9ch6wz	6hPkbAV3ZXpGZBGUvL6jVM	In the End	Linkin Park	Hybrid Theory (Bonus Edition)	False	1	8	spotify:track:60a0Rd6pjrkxjPbaKzXjfq	105.143	audio_features	3	-5.87	0	0.0584	0.209	0.4	0.556	0.864	https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq	https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq	216880	4	0.00958	0.0	['alternative metal', 'nu metal', 'post-grunge', 'rap metal']	86			
